id,age,job,visLiteracy,education,colorblind,measure,value,questionId,task,chart
5b7a0bb43c13750001982223,46,Data analyst,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,accuracy,1,SB100Q3,find extremum,Stacked Bar Chart 100
5b7a0bb43c13750001982223,46,Data analyst,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,time,29.311,SB100Q3,find extremum,Stacked Bar Chart 100
5b7a0bb43c13750001982223,46,Data analyst,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,accuracy,1,BCQ3,determine range,Bar Chart
5b7a0bb43c13750001982223,46,Data analyst,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,time,22.829,BCQ3,determine range,Bar Chart
5b7a0bb43c13750001982223,46,Data analyst,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,accuracy,1,BCQ4,make comparisons,Bar Chart
5b7a0bb43c13750001982223,46,Data analyst,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,time,16.329,BCQ4,make comparisons,Bar Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,LCQ1,retrieve value,Line Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,17.457,LCQ1,retrieve value,Line Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,LCQ2,find extremum,Line Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,9.235,LCQ2,find extremum,Line Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,LCQ3,determine range,Line Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,67.247,LCQ3,determine range,Line Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,LCQ4,find correlations/trends,Line Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,14.724,LCQ4,find correlations/trends,Line Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,LCQ5,make comparisons,Line Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,36.385,LCQ5,make comparisons,Line Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,AC2Q1,retrieve value,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,17.717,AC2Q1,retrieve value,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, D3: Wrong value off of axis  ,AC2Q1,retrieve value,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,AC2Q2,find extremum,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.139,AC2Q2,find extremum,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,AC2Q3,determine range,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,75.07,AC2Q3,determine range,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode," T1: Misunderstood the question (range, outlier)",AC2Q3,determine range,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, T3: Confused by the question.,AC2Q3,determine range,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, D1: Wrong Data Element (mark) ,AC2Q3,determine range,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,AC2Q4,find correlations/trends,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,74.368,AC2Q4,find correlations/trends,Area Chart 2
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SB100Q1,retrieve value,Stacked Bar Chart 100
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,17.996,SB100Q1,retrieve value,Stacked Bar Chart 100
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SB100Q2,make comparisons,Stacked Bar Chart 100
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,40.42,SB100Q2,make comparisons,Stacked Bar Chart 100
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,SB100Q3,find extremum,Stacked Bar Chart 100
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.25,SB100Q3,find extremum,Stacked Bar Chart 100
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, E1: Misunderstands the visual encodings,SB100Q3,find extremum,Stacked Bar Chart 100
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,BCQ3,determine range,Bar Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,35.352,BCQ3,determine range,Bar Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,BCQ4,make comparisons,Bar Chart
601a3f1c5ae80c23d4ce0f02,25,health care,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,26.471,BCQ4,make comparisons,Bar Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,SPQ1,retrieve value,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,11.828,SPQ1,retrieve value,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,SPQ2,find extremum,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,22.519,SPQ2,find extremum,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,SPQ3,determine range,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,57.511,SPQ3,determine range,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,SPQ4,find clusters,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,34.267,SPQ4,find clusters,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,0,SPQ5,find correlations/trends,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,95.451,SPQ5,find correlations/trends,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,qualCode, I'm not sure,SPQ5,find correlations/trends,Scatter Plot
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,BuCQ2,determine range,Bubble Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,65.738,BuCQ2,determine range,Bubble Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,BuCQ3,make comparisons,Bubble Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,346.93999999999994,BuCQ3,make comparisons,Bubble Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,BuCQ4,find correlations/trends,Bubble Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,14.811,BuCQ4,find correlations/trends,Bubble Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,BuCQ5,find clusters,Bubble Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,19.12,BuCQ5,find clusters,Bubble Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,BuCQ6,find extremum,Bubble Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,8.132,BuCQ6,find extremum,Bubble Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,SB100Q1,retrieve value,Stacked Bar Chart 100
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,9.69,SB100Q1,retrieve value,Stacked Bar Chart 100
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,SB100Q2,make comparisons,Stacked Bar Chart 100
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,78.595,SB100Q2,make comparisons,Stacked Bar Chart 100
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,SB100Q3,find extremum,Stacked Bar Chart 100
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,37.24,SB100Q3,find extremum,Stacked Bar Chart 100
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,BCQ3,determine range,Bar Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,26.014,BCQ3,determine range,Bar Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,accuracy,1,BCQ4,make comparisons,Bar Chart
5d6d82acab68f90001f53194,23,I study computer science,Beginner,Some college but no degree,I am not colorblind,time,11.006,BCQ4,make comparisons,Bar Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,SBQ1,retrieve value,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,26.699,SBQ1,retrieve value,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, E1: Misunderstands the visual encodings,SBQ1,retrieve value,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ2,find extremum,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,28.511,SBQ2,find extremum,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ3,make comparisons,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.343,SBQ3,make comparisons,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ4,make comparisons,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,54.53,SBQ4,make comparisons,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,SBQ5,retrieve value,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,12.435,SBQ5,retrieve value,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, E1: Misunderstands the visual encodings,SBQ5,retrieve value,Stacked Bar
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,LCQ1,retrieve value,Line Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,10.231,LCQ1,retrieve value,Line Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,LCQ2,find extremum,Line Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,11.202,LCQ2,find extremum,Line Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,LCQ3,determine range,Line Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,12.4,LCQ3,determine range,Line Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,LCQ4,find correlations/trends,Line Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,20.922,LCQ4,find correlations/trends,Line Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,LCQ5,make comparisons,Line Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,40.429,LCQ5,make comparisons,Line Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,HCQ1,retrieve value,Histogram Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,26.84,HCQ1,retrieve value,Histogram Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,HCQ2,make comparisons,Histogram Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,15.8,HCQ2,make comparisons,Histogram Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,HCQ3,find extremum,Histogram Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,15.313,HCQ3,find extremum,Histogram Chart
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,TMQ1,find extremum,Tree Map
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,31.549,TMQ1,find extremum,Tree Map
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,TMQ2,make comparisons,Tree Map
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,14.725,TMQ2,make comparisons,Tree Map
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, T2: Misread the question (e.g Australia vs Japan),TMQ2,make comparisons,Tree Map
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,TMQ3,identify the hierarchical structure,Tree Map
617598d967559810c706d5a5,23,mechanical engineering,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,5.855,TMQ3,identify the hierarchical structure,Tree Map
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,SBQ1,retrieve value,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,47.575,SBQ1,retrieve value,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, D3: Wrong value off of axis  ,SBQ1,retrieve value,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ2,find extremum,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,15.628,SBQ2,find extremum,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ3,make comparisons,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,50.866,SBQ3,make comparisons,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ4,make comparisons,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,48.658,SBQ4,make comparisons,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ5,retrieve value,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,16.022,SBQ5,retrieve value,Stacked Bar
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,ACQ1,retrieve value,Area Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,21.375,ACQ1,retrieve value,Area Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,ACQ2,find extremum,Area Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,24.048,ACQ2,find extremum,Area Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,ACQ3,determine range,Area Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,60.2,ACQ3,determine range,Area Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,ACQ4,find correlations/trends,Area Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,32.64,ACQ4,find correlations/trends,Area Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,CCQ1,find extremum,Choropleth Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,17.382,CCQ1,find extremum,Choropleth Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,CCQ2,retrieve value,Choropleth Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,41.01,CCQ2,retrieve value,Choropleth Chart
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SB100Q1,retrieve value,Stacked Bar Chart 100
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,24.898,SB100Q1,retrieve value,Stacked Bar Chart 100
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SB100Q2,make comparisons,Stacked Bar Chart 100
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,11.19,SB100Q2,make comparisons,Stacked Bar Chart 100
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,SB100Q3,find extremum,Stacked Bar Chart 100
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,12.94,SB100Q3,find extremum,Stacked Bar Chart 100
5e3182adf6bb2315a48da619,23,Languages,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, E1: Misunderstands the visual encodings,SB100Q3,find extremum,Stacked Bar Chart 100
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ1,retrieve value,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,78.566,SBQ1,retrieve value,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ2,find extremum,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,16.695,SBQ2,find extremum,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ3,make comparisons,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,31.506,SBQ3,make comparisons,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,SBQ4,make comparisons,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,41.471,SBQ4,make comparisons,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, I'm not sure,SBQ4,make comparisons,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, T2: Misread the question (e.g Australia vs Japan),SBQ4,make comparisons,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,SBQ5,retrieve value,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,20.771,SBQ5,retrieve value,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, Realized Mistake when Drawing,SBQ5,retrieve value,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, D3: Wrong value off of axis  ,SBQ5,retrieve value,Stacked Bar
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,ACQ1,retrieve value,Area Chart
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,34.234,ACQ1,retrieve value,Area Chart
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, D1: Wrong Data Element (mark) ,ACQ1,retrieve value,Area Chart
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, D3: Wrong value off of axis  ,ACQ1,retrieve value,Area Chart
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,ACQ2,find extremum,Area Chart
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.823,ACQ2,find extremum,Area Chart
5f6785ff73bbcf3923de77cc,27,Theater,Beginner,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,ACQ3,determine range,Area Chart
